Date,Gold Price Fix AM in US dollars per troy ounce,Gold Price Fix PM in US dollars per troy ounce
"May 18, 1994",$379.65 oz,$379.60 oz
"May 19, 1994",$383.00 oz,$383.30 oz
"May 20, 1994",$381.55 oz,$383.15 oz
"May 23, 1994",$386.75 oz,$386.45 oz
"May 24, 1994",$388.10 oz,$388.00 oz
"May 25, 1994",$386.40 oz,$387.30 oz
"May 26, 1994",$385.90 oz,$384.90 oz
"May 27, 1994",$383.40 oz,$385.40 oz
"May 31, 1994",$386.25 oz,$387.60 oz
"June 1, 1994",$387.25 oz,$386.30 oz
"June 2, 1994",$383.60 oz,$383.25 oz
"June 3, 1994",$382.75 oz,$382.95 oz
"June 6, 1994",$380.25 oz,$378.40 oz
"June 7, 1994",$380.50 oz,$380.50 oz
"June 8, 1994",$381.90 oz,$381.45 oz
"June 9, 1994",$382.20 oz,$382.55 oz
"June 10, 1994",$383.30 oz,$383.05 oz
"June 13, 1994",$382.50 oz,$382.60 oz
"June 14, 1994",$383.50 oz,$383.80 oz
"June 15, 1994",$383.50 oz,$384.10 oz
"June 16, 1994",$387.10 oz,$386.85 oz
"June 17, 1994",$385.75 oz,$387.85 oz
"June 20, 1994",$391.00 oz,$389.30 oz
"June 21, 1994",$389.95 oz,$390.30 oz
"June 22, 1994",$393.10 oz,$392.45 oz
"June 23, 1994",$389.50 oz,$389.00 oz
"June 24, 1994",$390.70 oz,$389.90 oz
"June 27, 1994",$390.25 oz,$389.25 oz
"June 28, 1994",$385.90 oz,$386.55 oz
"June 29, 1994",$385.80 oz,$385.50 oz
"June 30, 1994",$385.40 oz,$388.25 oz
"July 1, 1994",$386.80 oz,$384.60 oz
"July 4, 1994",$387.30 oz,$386.60 oz
"July 5, 1994",$387.80 oz,$387.30 oz
"July 6, 1994",$385.75 oz,$385.50 oz
"July 7, 1994",$383.90 oz,$383.00 oz
"July 8, 1994",$383.40 oz,$383.15 oz
"July 11, 1994",$384.40 oz,$385.75 oz
"July 12, 1994",$385.75 oz,$386.30 oz
"July 13, 1994",$384.85 oz,$384.65 oz
"July 14, 1994",$384.00 oz,$384.20 oz
"July 15, 1994",$384.85 oz,$384.90 oz
"July 18, 1994",$386.40 oz,$386.50 oz
"July 19, 1994",$384.25 oz,$384.65 oz
"July 20, 1994",$386.40 oz,$387.45 oz
"July 21, 1994",$385.40 oz,$385.90 oz
"July 22, 1994",$384.10 oz,$384.00 oz
"July 25, 1994",$384.85 oz,$385.00 oz
"July 26, 1994",$385.85 oz,$386.20 oz
"July 27, 1994",$387.00 oz,$388.55 oz
"July 28, 1994",$387.35 oz,$387.10 oz
"July 29, 1994",$384.05 oz,$384.00 oz
"August 1, 1994",$384.00 oz,$383.85 oz
"August 2, 1994",$383.75 oz,$380.00 oz
"August 3, 1994",$378.60 oz,$378.45 oz
"August 4, 1994",$377.50 oz,$377.50 oz
"August 5, 1994",$378.60 oz,$378.30 oz
"August 8, 1994",$377.70 oz,$377.60 oz
"August 9, 1994",$377.40 oz,$378.65 oz
"August 10, 1994",$378.30 oz,$378.30 oz
"August 11, 1994",$376.70 oz,$377.60 oz
"August 12, 1994",$377.70 oz,$378.20 oz
"August 15, 1994",$376.45 oz,$376.60 oz
"August 16, 1994",$376.60 oz,$376.30 oz
"August 17, 1994",$377.80 oz,$377.20 oz
"August 18, 1994",$377.85 oz,$380.65 oz
"August 19, 1994",$381.05 oz,$381.80 oz
"August 22, 1994",$381.60 oz,$382.60 oz
"August 23, 1994",$381.25 oz,$381.35 oz
"August 24, 1994",$382.60 oz,$383.90 oz
"August 25, 1994",$383.40 oz,$383.30 oz
"August 26, 1994",$383.30 oz,$383.30 oz
"August 30, 1994",$386.15 oz,$386.60 oz
"August 31, 1994",$386.25 oz,$385.75 oz
"September 1, 1994",$386.00 oz,$386.00 oz
"September 2, 1994",$387.10 oz,$386.70 oz
"September 5, 1994",$386.90 oz,$386.90 oz
"September 6, 1994",$387.80 oz,$387.60 oz
"September 7, 1994",$388.40 oz,$389.70 oz
"September 8, 1994",$391.00 oz,$391.50 oz
"September 9, 1994",$389.50 oz,$390.75 oz
"September 12, 1994",$391.50 oz,$391.10 oz
"September 13, 1994",$390.45 oz,$389.60 oz
"September 14, 1994",$390.40 oz,$390.30 oz
"September 15, 1994",$387.80 oz,$388.00 oz
"September 16, 1994",$388.25 oz,$390.00 oz
"September 19, 1994",$390.15 oz,$389.90 oz
"September 20, 1994",$392.25 oz,$393.90 oz
"September 21, 1994",$394.80 oz,$394.90 oz
"September 22, 1994",$393.95 oz,$393.70 oz
"September 23, 1994",$396.50 oz,$395.70 oz
"September 26, 1994",$395.40 oz,$395.80 oz
"September 27, 1994",$394.15 oz,$395.80 oz
"September 28, 1994",$397.50 oz,$396.25 oz
"September 29, 1994",$394.50 oz,$395.70 oz
"September 30, 1994",$395.35 oz,$394.85 oz
"October 3, 1994",$393.45 oz,$393.15 oz
"October 4, 1994",$394.10 oz,$392.45 oz
"October 5, 1994",$392.15 oz,$393.70 oz
"October 6, 1994",$391.90 oz,$392.00 oz
"October 7, 1994",$392.85 oz,$392.00 oz
"October 10, 1994",$391.95 oz,$391.20 oz
"October 11, 1994",$389.45 oz,$387.65 oz
"October 12, 1994",$388.20 oz,$387.90 oz
"October 13, 1994",$388.85 oz,$387.25 oz
"October 14, 1994",$387.10 oz,$387.45 oz
"October 17, 1994",$388.95 oz,$389.00 oz
"October 18, 1994",$390.00 oz,$389.75 oz
"October 19, 1994",$389.00 oz,$391.10 oz
"October 20, 1994",$390.55 oz,$391.55 oz
"October 21, 1994",$391.65 oz,$390.95 oz
"October 24, 1994",$389.20 oz,$389.30 oz
"October 25, 1994",$389.60 oz,$389.20 oz
"October 26, 1994",$388.80 oz,$388.90 oz
"October 27, 1994",$389.90 oz,$389.15 oz
"October 28, 1994",$388.40 oz,$387.70 oz
"October 31, 1994",$387.40 oz,$383.85 oz
"November 1, 1994",$383.45 oz,$384.50 oz
"November 2, 1994",$383.85 oz,$383.85 oz
"November 3, 1994",$383.90 oz,$383.80 oz
"November 4, 1994",$383.90 oz,$383.80 oz
"November 7, 1994",$383.20 oz,$382.70 oz
"November 8, 1994",$383.10 oz,$384.65 oz
"November 9, 1994",$384.35 oz,$383.60 oz
"November 10, 1994",$384.30 oz,$384.20 oz
"November 11, 1994",$385.25 oz,$385.30 oz
"November 14, 1994",$384.90 oz,$385.10 oz
"November 15, 1994",$386.45 oz,$386.70 oz
"November 16, 1994",$385.50 oz,$386.25 oz
"November 17, 1994",$386.40 oz,$386.75 oz
"November 18, 1994",$385.25 oz,$384.00 oz
"November 21, 1994",$383.60 oz,$383.40 oz
"November 22, 1994",$383.70 oz,$383.80 oz
"November 23, 1994",$384.50 oz,$384.70 oz
"November 24, 1994",$384.40 oz,$384.30 oz
"November 25, 1994",$384.55 oz,$384.85 oz
"November 28, 1994",$384.70 oz,$384.00 oz
"November 29, 1994",$383.70 oz,$383.20 oz
"November 30, 1994",$383.35 oz,$383.10 oz
"December 1, 1994",$381.20 oz,$380.10 oz
"December 2, 1994",$378.95 oz,$379.00 oz
"December 5, 1994",$377.30 oz,$376.60 oz
"December 6, 1994",$376.55 oz,$375.75 oz
"December 7, 1994",$377.00 oz,$377.00 oz
"December 8, 1994",$376.45 oz,$376.20 oz
"December 9, 1994",$376.10 oz,$376.50 oz
"December 12, 1994",$376.85 oz,$377.15 oz
"December 13, 1994",$378.70 oz,$379.10 oz
"December 14, 1994",$378.35 oz,$380.50 oz
"December 15, 1994",$380.10 oz,$379.20 oz
"December 16, 1994",$379.70 oz,$380.35 oz
"December 19, 1994",$379.00 oz,$379.20 oz
"December 20, 1994",$380.60 oz,$381.90 oz
"December 21, 1994",$382.50 oz,$382.05 oz
"December 22, 1994",$381.50 oz,$381.55 oz
"December 23, 1994",$381.30 oz,
"December 28, 1994",$381.80 oz,$381.75 oz
"December 29, 1994",$383.15 oz,$383.25 oz
"December 30, 1994",$382.50 oz,
